Item ID,Short Title,Title,Year,Abstract,TAS Human Coding,New Column
,,,,,EXCLUDE on intervention,
130322835,Jaiswal (2023),Research on treatment-related aspects of depression from India in the preceding decade (2014-2023): An updated systematic review.,2023,"Background: The National Mental Health Survey reports a prevalence of 2.7% for depressive disorders in India. The services for depression patients may be organized differently in India as compared to Western countries. It is important to consider studies conducted in India to determine effective interventions for depression catered specifically to the needs of the Indian population. We intended to systematically review the articles studying the usefulness of various treatment modalities in the management of depression in the Indian context., Materials and Methods: We searched PubMed, Google Scholar, and ScienceDirect to identify studies published in peer-reviewed English language journals. All articles from India evaluating the clinical efficacy of anti-depressants, electro-convulsive therapy, repetitive transcranial magnetic stimulation, and psychological interventions for the management of depression were evaluated. Data were extracted using standard procedures., Results: A total of 36 studies were included in the review. Out of those, 15 were studies on drug efficacy, five on neuro-modulation, nine on psycho-social interventions, four on adverse effects, and three on miscellaneous studies. Innovations were seen in the field of neuro-modulation and psycho-social intervention. Trials on drug efficacy and adverse drug reactions require larger sample sizes, more studies on newer agents, and more robust study designs., Conclusion: More research is needed to understand the effectiveness and potential negative effects of depression treatments in India. Studies on ketamine have been inconclusive, and existing research on pharmacological agents is limited. Neuro-modulation studies show promise, but larger-scale studies are needed. Innovative psychological interventions tailored to the Indian population include community-based and digital technology-driven care. Copyright: © 2023 Indian Journal of Psychiatry.",Screen on Title & Abstract,
,,,,,INCLUDE on title & abstract,
130322861,Jang (2023),Analysis of the effectiveness of cognitive rehabilitation for patients with chronic mental illness: A meta-analysis.,2023,"BACKGROUND: People suffering from chronic mental illness are sensitive to stressful stimuli, lack coping skills, and have low self-esteem due to problems such as social situations. They also experience depression, isolation, fear, and frustration. Due to cognitive dysfunction, people suffering from chronic mental illness have inadequate cognitive processes that lead to distorted thinking., AIM: To confirm the effectiveness of cognitive rehabilitation therapy in improving cognitive function and alleviating behavioral and psychological symptoms in patients with chronic mental illness, and to identify the cognitive function that had the main effect., METHODS: The quality of the studies was evaluated using the Assessment of Multiple Systematic Reviews criteria, and data published from 2011 to December 2022 were searched using PubMed, Cochrane, RISS, KISS, and DBpia. The keywords used in the search were ""mental illness,"" ""cognitive rehabilitation,"" ""cognition,"" and ""mental."" A meta-analysis was conducted on the 12 selected papers., RESULTS: The level of evidence for the 12 documents was that of a randomized experimental study. Intervention types in cognitive rehabilitation can be divided into cognitive behavior, cognitive training, cognitive rehabilitation, and computerized cognitive programs. Most of the studies were on schizophrenia, and the measurement areas were cognitive functions (e.g., concentration, memory, and executive function) as well as depression, sociability, and quality of life. As a result of the meta-analysis of each variable, the effect size for cognitive rehabilitation treatment was in the following order: Sociability, memory, concentration, executive function, quality of life, and depression. Particularly, sociability and memory exhibited significant effects., CONCLUSION: Cognitive rehabilitation aids cognitive function and sociability in patients with chronic mental illness and can be used as evidence for cognitive rehabilitation in mental health and occupational therapy. Copyright ©The Author(s) 2023. Published by Baishideng Publishing Group Inc. All rights reserved.",Screen on Title & Abstract,
,,,,,INCLUDE on title & abstract,
130322934,Bakir (2023),Use of augmented reality in mental health-related conditions: A systematic review.,2023,"Objective: Augmented reality (AR) is a relatively new technology that merges virtual and physical environments, augmenting one's perception of reality. AR creates a computer-generated environment that evokes a unique perception of reality, where real and virtual objects are registered with one another, which operates interactively and in real time. Recently, the medical application of AR technology has dramatically increased with other assisted technologies, from training to clinical practice. The ability to manipulate the real environment extensively has given AR interventions an advantage over traditional approaches. In this study, we aim to conduct a systematic review of the use of AR to have a better understanding of how the use of AR may affect patients with mental health-related conditions when combined with gamification., Method: This systematic review followed the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines by searching Pubmed and Web of Science databases., Results and Conclusion: We identified 48 relevant studies that fulfill the criteria. The studies were grouped into four categories: Neurodevelopmental disorders, anxiety and phobia, psychoeducation & well-being, and procedural & pain management. Our results revealed the effectiveness of AR in mental health-related conditions. However, the heterogeneity and small sample sizes demonstrate the need for further research with larger sample sizes and high-quality study designs. Copyright © The Author(s) 2023.",Screen on Title & Abstract,
,,,,,EXCLUDE on intervention,
130323031,Bannatyne (2023),A systematic review of mental health interventions to reduce self-stigma in medical students and doctors.,2023,"Background: A growing body of literature has revealed that many medical students and doctors do not seek professional help for their mental health due to fear of stigma (both public- and self-stigma) and questioning of their clinical competency. The aim of this systematic review was to identify and evaluate direct and indirect interventions that address mental health stigma in medical students and/or doctors. We focused explicitly on studies that measured the impact on self-stigma outcomes., Method: A systematic search of the following electronic databases was undertaken from inception to 13 July 2022: PubMed, Embase, PsycINFO, and CINAHL, together with manual searching of reference lists. Screening of titles, abstracts, and full texts of eligible studies, plus quality appraisal using the Mixed Methods Appraisal Tool, were independently conducted by multiple reviewers with disagreements resolved via discussion., Results: From 4,018 citations, five publications met the inclusion criteria. None of the studies explicitly aimed to reduce self-stigmatisation, with the majority focusing on medical students. Most of the identified interventions focused on reducing professional stigma (i.e., stigma toward patients with mental illness) and measurement of self-stigma was incidentally collected via a subscale of the general stigma measure selected. Three studies found significant reductions in self-stigma following the delivered intervention. These studies were of moderate quality, had medical student samples, employed combined education and contact interventions, and used the same outcome measure., Discussion: Intentional development and evaluation of interventions specifically designed to decrease self-stigma among doctors and medical students are needed, with further research required on the optimal components, format, length, and delivery of such interventions. Researchers delivering public/professional stigma reduction interventions should strongly consider measuring the impact of such interventions on self-stigma outcomes, using fit-for-purpose, psychometrically sound instruments. Copyright © 2023 Bannatyne, Jones, Craig, Jones and Forrest.",Screen on Title & Abstract,
,,,,,EXCLUDE on intervention,
130323053,Abbing (2023),"Effectiveness and mechanisms of the arts therapies in forensic care. A systematic review, narrative synthesis, and meta analysis.",2023,"Introduction: Mental health care provided to offenders with psychiatric problems in forensic settings mainly consists of verbal oriented treatments. In addition, experience-based therapies are used such as (creative) arts therapies: (visual) art therapy, music therapy, drama therapy and dance (movement) therapy. There are indications for effectiveness of arts therapies, but a systematic overview of effect studies of all arts therapies in forensic care is lacking., Methods: First, we performed a systematic review. Second, Thematic Analysis was used to synthesize the qualitative narrative results and define the hypothesized mechanisms of change. Third, we performed a meta-analysis to investigate the effects of arts therapies in reducing psychosocial problems of offenders. Twenty-three studies were included in the review. Quality and risk of bias was assessed using EPHPP (Effective Public Health Practice Project)., Results: The included studies were heterogeneous in type of outcome measures and intervention characteristics. Synthesis of mechanisms of change involved in the methodical use of the arts in arts therapies resulted in a description of regulatory processes which are stimulated in arts therapies: perceptive awareness (interoceptive and exteroceptive), the regulation of emotions, stress, impulses, cognitions, social regulation, and self-expression. These processes play a role in developing prevention, coping and self-management skills. Eighteen studies were included in the meta-analyses (11 RCTs/CCTs; 7 pre-post studies). The meta-analyses indicated significant effects on both risk factors (psychiatric symptoms and addiction) and protective factors for criminal behavior (social functioning and psychological functioning). Effects on criminal and/or antisocial behavior were not significant, but this outcome measure was scarcely used among the studies., Discussion: The analyses in this study should be considered explorative. More research is needed to gain more solid conclusions about effectiveness and mechanisms of change of arts therapies in forensic institutions. However, the results of this first systematic review, synthesis of mechanisms and meta-analysis in this field are promising and show effects of arts therapies on risk and protective factors in individuals in forensic institutions., Systematic review registration: https://www.crd.york.ac.uk/prospero/display_record.php?ID=CRD42020217884, identifier: CRD42020217884. Copyright © 2023 Abbing, Haeyen, Nyapati, Verboon and Hooren.",Screen on Title & Abstract,
,,,,,EXCLUDE on population,
130323180,Barakat (2023),Risk factors for eating disorders: findings from a rapid review.,2023,"BACKGROUND: Risk factors represent a range of complex variables associated with the onset, development, and course of eating disorders. Understanding these risk factors is vital for the refinement of aetiological models, which may inform the development of targeted, evidence-based prevention, early intervention, and treatment programs. This Rapid Review aimed to identify and summarise research studies conducted within the last 12 years, focusing on risk factors associated with eating disorders., METHODS: The current review forms part of a series of Rapid Reviews to be published in a special issue in the Journal of Eating Disorders, funded by the Australian Government to inform the development of the National Eating Disorder Research and Translation Strategy 2021-2031. Three databases were searched for studies published between 2009 and 2021, published in English, and comprising high-level evidence studies (meta-analyses, systematic reviews, moderately sized randomised controlled studies, moderately sized controlled-cohort studies, or population studies). Data pertaining to risk factors for eating disorders were synthesised and outlined in the current paper., RESULTS: A total of 284 studies were included. The findings were divided into nine main categories: (1) genetics, (2) gastrointestinal microbiota and autoimmune reactions, (3) childhood and early adolescent exposures, (4) personality traits and comorbid mental health conditions, (5) gender, (6) socio-economic status, (7) ethnic minority, (8) body image and social influence, and (9) elite sports. A substantial amount of research exists supporting the role of inherited genetic risk in the development of eating disorders, with biological risk factors, such as the role of gut microbiota in dysregulation of appetite, an area of emerging evidence. Abuse, trauma and childhood obesity are strongly linked to eating disorders, however less conclusive evidence exists regarding developmental factors such as role of in-utero exposure to hormones. Comorbidities between eating disorders and mental health disorders, including personality and mood disorders, have been found to increase the severity of eating disorder symptomatology. Higher education attainment, body image-related factors, and use of appearance-focused social media are also associated with increased risk of eating disorder symptoms., CONCLUSION: Eating disorders are associated with multiple risk factors. An extensive amount of research has been conducted in the field; however, further studies are required to assess the causal nature of the risk factors identified in the current review. This will assist in understanding the sequelae of eating disorder development and in turn allow for enhancement of existing interventions and ultimately improved outcomes for individuals. Copyright © 2022. The Author(s).",Screen on Title & Abstract,
,,,,,EXCLUDE on population,
130323202,Abboud (2022),Sexual and gender minority health in the Middle East and North Africa Region: A scoping review.,2022,"Background: Researchers in studies from multiple countries suggest that sexual and gender minority people experience high rates of violence, stigma, and discrimination, as well as mistrust of health care providers and systems. Despite growing evidence related to sexual and gender minority health in North America and Europe, we know little about the health of this population in the Middle East and North Africa., Objectives: We aimed to comprehensively examine the literature related to the health of sexual and gender minority people in the Middle East and North Africa and to identify research gaps and priorities., Design: We conducted a scoping review informed by the framework recommended by Arksey and O'Malley and the Preferred Reporting Items for Systematic Reviews and Meta-Analyses extension for Scoping Reviews (PRISMA-ScR) tool., Data sources: We searched the following databases: PubMed (using Medline All on the Ovid platform), PsycINFO (Ovid), CINAHL (Ebsco), and Embase (Ovid). The search strategy combined terms for the geographic region of interest (Middle East and North Africa) and the population of interest (sexual and gender minority). Each was operationalized using multiple search terms and, where available, controlled vocabulary terms., Review Methods: Research articles were identified and assessed for inclusion using an explicit strategy. Relevant information was extracted and synthesized to present a descriptive summary of existing evidence., Results: Research designs of the 98 articles we reviewed included quantitative (n = 73), qualitative (n = 20), and mixed methods (n = 5). Most studies were conducted in Lebanon (n = 33), Pakistan (n = 32), and Iran (n = 23) and focused mainly on gender minority individuals (n = 46) and men who have sex with men (n = 32). Five themes emerged from the review: sexual health (52; 53%); mental health (20; 20%); gender identity (17; 17%); violence and discrimination (7; 7%); and experiences with the healthcare system (2; 2%). Although researchers focused on multiple health outcomes in some studies, we included them under the theme most closely aligned with the main objective of the study., Conclusion: Although our study is limited to few countries in the Middle East and North Africa region, we found that sexual and gender minority individuals face multiple adverse sexual and mental health outcomes and experience high rates of stigma, discrimination, and violence. More research is needed from countries outside of Lebanon, Pakistan, and Iran, including community-based participatory approaches and multi-level intervention development. Nurses and other healthcare providers in the region need training in providing inclusive care for this population. Copyright © 2022 The Authors. Published by Elsevier Ltd.",Screen on Title & Abstract,
,,,,,EXCLUDE on population,
130323228,Jacobson (2022),"Mobile phone-based interventions for mental health show promise of effectiveness, but what does the evidence tell us about what needs to come next?.",2022,"The current manuscript is a commentary on ""Mobile phone-based interventions for mental health: A systematic meta-review of 14 meta-analyses of randomized controlled trials"". Although embedded within a nuanced discussion, one of the primary conclusions readers have taken from the meta-analysis was ""we failed to find convincing evidence in support of any mobile phone-based intervention on any outcome"", which seems to contradict the entirety of the evidence presented when taken out of context of the methods applied. In evaluating whether the area produced ""convincing evidence of efficacy,"" the authors used a standard that appeared destined to fail. Specifically, the authors required ""no evidence of publication bias"", which is a standard that would be unlikely to be found in any area of psychology or medicine. Second, the authors required low to moderate heterogeneity in effect sizes when comparing interventions with fundamentally different and entirely dissimilar target mechanisms. However absent these 2 untenable criteria, the authors actually found highly suggestive evidence of efficacy (N > 1,000, p < .000001) in (1) anxiety; (2) depression; (3) smoking cessation; (4) stress; and (5) quality of life. Perhaps the appropriate conclusions would be that existing syntheses of data testing smartphone intervention suggests that these interventions are promising, but additional work is needed to separate what types of interventions and mechanisms are more promising. Evidence syntheses will be useful as the field matures, but such syntheses should focus on smartphone treatments that are created equal (i.e., similar intent, features, goals, and linkages in a continuum of care model) or use standards for evidence that promote rigorous evaluation while allowing identification of resources that can help those in need. Copyright: © 2022 Jacobson et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",Screen on Title & Abstract,
,,,,,EXCLUDE on intervention,
130323311,Babos (2022),"Meditation and Irritable Bowel Syndrome, a Systematic Review and Meta-Analysis.",2022,"Mind-body interventions have shown efficacy in many conditions that have psychosomatic mechanisms, as well as for other pathologies. The aim of this study was to assess the effectiveness of meditation/mindfulness at improving the symptoms severity, quality of life and other associated mood and mental conditions, measured in patients with irritable bowel syndrome (IBS). A systematic review of randomized controlled trials in adult participants with IBS was conducted. Eight databases were searched for articles. We performed a meta-analysis evaluating the effects of meditation-based therapy on symptomatology, quality of life, anxiety and depression. Out of 604 articles screened, six were selected for quantitative review. The standardized mean difference (SMD) of the mindfulness group and the control group was of -36.95 (95% CI -74.61-0.7), p = 0.054 regarding the IBS symptom score; of 12.58 (95% CI 4.42-20.74), p = 0.003 regarding the IBS quality of life; SMD = 2.8 (95% CI 1.01-4.6), p = 0.002 for spiritual scale; and of 15.49 (95% CI -28.43--2.55), p = 0.019 regarding the pain score in IBS. Our study found that the quality of life and the spiritual scale scores (i.e., mindful awareness) were statistically significantly higher in the mindfulness group, while the pain score was statistically significantly lower in the mindfulness group.",Screen on Title & Abstract,
,,,,,EXCLUDE on intervention,
130323391,Babbage (2022),Self-help Digital Interventions Targeted at Improving Psychological Well-being in Young People With Perceived or Clinically Diagnosed Reduced Well-being: Systematic Review.,2022,"BACKGROUND: Levels of well-being are declining, whereas rates of mental health problems remain high in young people. The World Health Organization defines mental health as not merely the absence of mental disorder but also includes social and psychological well-being as integral to positive mental health, highlighting that mental health is applicable to young people with mental health conditions and those without a diagnosis of a mental health condition. Reduced mental well-being have been identified in studies of young people with clinical populations, as well as in populations consisting of nonclinical young people. Self-help digital interventions can be delivered at mass at a low cost and without the need for trained input, thereby facilitating access to support for well-being. Self-help interventions are effective in young people with mental health conditions, but systematic reviews of such studies have been limited to randomized controlled trials, have not included reduced well-being as an inclusion criterion, and do not consider engagement factors such as retention., OBJECTIVE: The objective of this study was to systematically review all controlled studies of digitally delivered, self-administered interventions for young people aged 9 to 25 years, with perceived or clinically diagnosed reduced psychological well-being. Participant retention and effectiveness of the interventions were also explored., METHODS: A systematic search of the PsycInfo, EMBASE, Cochrane, Scopus, and MEDLINE databases from inception to 2021, reference searches of relevant papers, and gray literature was carried out for digitally controlled studies conducted with young people with perceived or clinically diagnosed reduced well-being, aimed at improving psychological well-being. Data were extracted to identify the effectiveness and retention rates of the interventions and the quality of the studies., RESULTS: Overall, 1.04% (12/1153) of studies met the inclusion criteria: 83% (10/12) of studies were randomized controlled trials and 17% (2/12) were controlled pre-post studies. Most (6/12, 50%) studies aimed to improve symptoms of depression; 3 interventions aimed at both anxiety and depressive symptoms and 2 studies aimed at improving social functioning difficulties. Owing to the high risk of bias across interventions and lack of similar outcome measures, a meta-analysis was not conducted. Retention rates across studies were regarded as good, with moderate to high retention. Overall, the findings indicated that predominantly self-administered self-help interventions improved well-being in the areas targeted by the intervention and identified additional areas of well-being that were positively affected by interventions. Few interventions supported psychological well-being that was different from those used by young people with a clinical diagnosis of mental illness or young people from neurodiverse backgrounds., CONCLUSIONS: The findings, along with the advantages of self-help interventions, highlight the need for upscaling self-help interventions to better support vulnerable populations of young people who experience poor psychological well-being., TRIAL REGISTRATION: PROSPERO CRD42019129321; https://tinyurl.com/4fb2t4fz. Copyright ©Camilla M Babbage, Georgina M Jackson, E Bethan Davies, Elena Nixon. Originally published in JMIR Mental Health (https://mental.jmir.org), 26.08.2022.",Screen on Title & Abstract,
,,,,,EXCLUDE on intervention,
130323413,Bahlmann (2022),Relapse Prevention Intervention after Suicidal Event (RISE): Feasibility study of a psychotherapeutic short-term program for inpatients after a recent suicide attempt.,2022,"Recent research suggests that treating only mental disorders may not be sufficient to reduce the risk for future suicidal behavior in patients with a suicide attempt(s). It is therefore necessary to pay special therapeutic attention to past suicidal acts. Thus, the newly developed RISE (Relapse Prevention Intervention after Suicidal Event) program was built on the most effective components of existing psychotherapeutic and psychosocial interventions according to our current meta-analysis. The RISE program consists of five individual sessions designed for the acute psychiatric inpatient setting. The main goals of the treatment are to decrease future suicidal events and to improve patients' ability to cope with future suicidal crises. In the present study, feasibility and acceptance of the RISE program were investigated as well as its clinical effects on suicidal ideations, mental pain, self-efficacy and depressive symptoms. We recruited a sample of 27 inpatients of the Department of Psychiatry and Psychotherapy, University Hospital Jena, Germany. The final sample consisted of 20 patients hospitalized for a recent suicide attempt, including 60 percent of multiple attempters. The data collection included a structured interview and a comprehensive battery of questionnaires to evaluate the feasibility and acceptance of the RISE program as well as associated changes in clinical symptoms. A follow-up examination was carried out after 6 months. Considering the low dropout rate and the overall positive evaluation, the RISE program was highly accepted in a sample of severely impaired patients. The present study also demonstrated that the levels of suicidal ideations, mental pain, depressive symptoms, and hopelessness decreased significantly after RISE. Since all of these clinical parameters are associated with the risk of future suicidal behavior, a potential suicide-preventive effect of the intervention can be inferred from the present findings. The positive results of the follow-up assessment after 6 months point in the same direction. In addition, RISE treatment increased self-efficacy in patients, which is an important contributor for better coping with future suicidal crises. Thus, present study demonstrate that RISE is a suitable therapy program for the treatment of patients at high risk for suicidal behavior in an acute inpatient setting. Copyright © 2022 Bahlmann, Lubbert, Sobanski, Kastner, Walter, Smesny and Wagner.",Screen on Title & Abstract,
,,,,,EXCLUDE on intervention,
130323502,Bai (2022),The Effectiveness of Plaza Dancing on Psychological Well-Being and Ill-Being: A Systematic Review and Meta-Analysis.,2022,"Evidence suggests that participation in plaza dancing may affect mental health. This study for the first time quantified the relationships between plaza dancing and psychological well-being and ill-being. We systematically searched PubMed, Web of Science, CNKI, Wanfang, and VIP to identify relevant studies published from the databases since their inception to July 25, 2021. The standardized mean differences (SMDs) of pre-to-post intervention data were calculated in the meta-analysis. Subgroup and meta-regression analyses were performed to test the potential moderating effects of age, outcome classification, measurement instruments, district, publication year, total sample size, and the duration, frequency, and length of the square dance intervention. A total of 25 original articles met all the eligibility criteria and were included in the review, and 17 studies were included in the meta-analysis. The meta-analysis revealed that plaza dancing improved psychological well-being (pooled SMD = 0.76; 95% CI: 0.58, 0.95; I 2 = 86.9%) and reduced psychological ill-being (pooled SMD = -0.84; 95% CI: -1.00, -0.68; I 2 = 64.8%). The study participants' age and district did not seem to affect the effectiveness of the plaza dancing intervention. The duration and frequency of plaza dancing affected the association between square dance and psychological well-being (duration, beta = -0.044; 95% CI: -0.085, -0.004; frequency, beta = 0.122; 95% CI: 0.024, 0.221) and psychological ill-being (duration, beta = -0.029; 95% CI: -0.040, -0.018; frequency, beta = 0.154; 95% CI: 0.030, 0.278). Plaza dancing has a significant positive effect on psychological well-being and psychological ill-being, and the effects are moderated by intervention modality. Generalizing plaza dancing interventions to promote psychological well-being and prevent or treat psychological ill-being is needed., Systematic Review Registration: [www.crd.york.ac.uk/prospero], identifier [CRD42021272016]. Copyright © 2022 Bai, Li, Yang, Xie, Zhu, Xu and Bai.",Screen on Title & Abstract,
,,,,,EXCLUDE on intervention,
130323553,Abd-Alrazaq (2022),The Effectiveness of Serious Games in Alleviating Anxiety: Systematic Review and Meta-analysis.,2022,"BACKGROUND: Anxiety is a mental disorder characterized by apprehension, tension, uneasiness, and other related behavioral disturbances. One of the nonpharmacological treatments used for reducing anxiety is serious games, which are games that have a purpose other than entertainment. The effectiveness of serious games in alleviating anxiety has been investigated by several systematic reviews; however, they were limited by design and methodological weaknesses., OBJECTIVE: This study aims to assess the effectiveness of serious games in alleviating anxiety by summarizing the results of previous studies and providing an up-to-date review., METHODS: We conducted a systematic review of randomized controlled trials (RCTs). The following seven databases were searched: MEDLINE, CINAHL, PsycINFO, ACM Digital Library, IEEE Xplore, Scopus, and Google Scholar. We also conducted backward and forward reference list checking for the included studies and relevant reviews. Two reviewers independently carried out the study selection, data extraction, risk of bias assessment, and quality of evidence appraisal. We used a narrative and statistical approach, as appropriate, to synthesize the results of the included studies., RESULTS: Of the 935 citations retrieved, 33 studies were included in this review. Of these, 22 RCTs were eventually included in the meta-analysis. Very low-quality evidence from 9 RCTs and 5 RCTs showed no statistically significant effect of exergames (games entailing physical exercises) on anxiety levels when compared with conventional exercises (P=.70) and no intervention (P=.27), respectively. Although 6 RCTs demonstrated a statistically and clinically significant effect of computerized cognitive behavioral therapy games on anxiety levels when compared with no intervention (P=.01), the quality of the evidence reported was low. Similarly, low-quality evidence from 3 RCTs showed a statistically and clinically significant effect of biofeedback games on anxiety levels when compared with conventional video games (P=.03)., CONCLUSIONS: This review shows that exergames can be as effective as conventional exercises in alleviating anxiety; computerized cognitive behavioral therapy games and exergames can be more effective than no intervention, and biofeedback games can be more effective than conventional video games. However, our findings remain inconclusive, mainly because there was a high risk of bias in the individual studies included, the quality of meta-analyzed evidence was low, few studies were included in some meta-analyses, patients without anxiety were recruited in most studies, and purpose-shifted serious games were used in most studies. Therefore, serious games should be considered complementary to existing interventions. Researchers should use serious games that are designed specifically to alleviate depression, deliver other therapeutic modalities, and recruit a diverse population of patients with anxiety. Copyright ©Alaa Abd-alrazaq, Mohannad Alajlani, Dari Alhuwail, Jens Schneider, Laila Akhu-Zaheya, Arfan Ahmed, Mowafa Househ. Originally published in JMIR Serious Games (https://games.jmir.org), 14.02.2022.",Screen on Title & Abstract,
,,,,,EXCLUDE on population,
130323559,Abasiyanik (2022),COVID-19 and Physical Activity Behaviour in People with Neurological Diseases: A Systematic Review.,2022,"The COVID-19 pandemic has led to a radical lifestyle change, which may unintendedly change physical activity levels. We aimed to perform a systematic review to investigate the physical activity changes in people with neurological diseases, and to examine the relationship between physical activity and disease symptoms, and psychosocial factors. The review was performed in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) statement. A systematic search of the literature across five databases (PubMed, CINAHL, Web of Science, SCOPUS, and Cochrane Library) was carried out using the keywords relating to COVID-19, physical activity, sedentary behaviour, exercise, and the name of the neurological diseases. The systematic search was updated on 4 February 2021 with the same keywords. Fourteen studies (n = 7662 persons with neurological diseases, n = 1663 healthy controls) were eligible for this review. The study populations were Parkinson disease (n = 7), dementia (n = 1), multiple sclerosis (n = 1), spinal cord injury (n = 1), hereditary spastic paraplegia (n = 1), neuromuscular diseases (n = 1), Charcot-Marie-Tooth neuropathy (n = 1), and epilepsy (n = 1). Thirteen studies reported a decreased physical activity level, one study reported a high interruption rate of physiotherapy/rehabilitation. Furthermore, the physical activity reduction was associated with worse disease symptoms, depression, perceived health, and mental and physical components of quality of life. The COVID-19 pandemic has a negative impact on the physical activity levels of people with neurological diseases, and this change was related to the worsening of disease symptoms and psychosocial factors. Registration number A protocol of the review was registered with the PROSPERO database (CRD42020207676)., Supplementary Information: The online version contains supplementary material available at 10.1007/s10882-022-09836-x. Copyright © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2022.",Screen on Title & Abstract,
,,,,,EXCLUDE on population,
130323564,Abd-Alrazaq (2022),The Effectiveness of Serious Games for Alleviating Depression: Systematic Review and Meta-analysis.,2022,"BACKGROUND: Depression is a common mental disorder characterized by disturbances in mood, thoughts, or behaviors. Serious games, which are games that have a purpose other than entertainment, have been used as a nonpharmacological therapeutic intervention for depression. Previous systematic reviews have summarized evidence of effectiveness of serious games in reducing depression symptoms; however, they are limited by design and methodological shortcomings., OBJECTIVE: This study aimed to assess the effectiveness of serious games in alleviating depression by summarizing and pooling the results of previous studies., METHODS: A systematic review of randomized controlled trials (RCTs) was conducted in accordance with the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) statement. The search sources included 6 bibliographic databases (eg, MEDLINE, PsycINFO, IEEE Xplore), the search engine ""Google Scholar,"" and backward and forward reference list checking of the included studies and relevant reviews. Two reviewers independently carried out the study selection, data extraction, risk of bias assessment, and quality of evidence appraisal. Results of the included studies were synthesized narratively and statistically, as appropriate, according to the type of serious games (ie, exergames or computerized cognitive behavioral therapy [CBT] games)., RESULTS: From an initial 966 citations retrieved, 27 studies met the eligibility criteria, and 16 studies were eventually included in meta-analyses. Very low-quality evidence from 7 RCTs showed no statistically significant effect of exergames on the severity of depressive symptoms as compared with conventional exercises (P=.12). Very low-quality evidence from 5 RCTs showed a statistically and clinically significant difference in the severity of depressive symptoms (P=.004) between exergame and control groups, favoring exergames over no intervention. Very low-quality evidence from 7 RCTs showed a statistically and clinically significant effect of computerized CBT games on the severity of depressive symptoms in comparison with no intervention (P=.003)., CONCLUSIONS: Serious games have the potential to alleviate depression as other active interventions do. However, we could not draw definitive conclusions regarding the effectiveness of serious games due to the high risk of bias in the individual studies examined and the low quality of meta-analyzed evidence. Therefore, we recommend that health care providers consider offering serious games as an adjunct to existing interventions until further, more robust evidence is available. Future studies should assess the effectiveness of serious games that are designed specifically to alleviate depression and deliver other therapeutic modalities, recruit participants with depression, and avoid biases by following recommended guidelines for conducting and reporting RCTs., TRIAL REGISTRATION: PROSPERO International Prospective Register of Systematic Reviews CRD42021232969; https://www.crd.york.ac.uk/prospero/display_record.php?RecordID=232969. Copyright ©Alaa Abd-Alrazaq, Eiman Al-Jafar, Mohannad Alajlani, Carla Toro, Dari Alhuwail, Arfan Ahmed, Shuja Mohd Reagu, Najeeb Al-Shorbaji, Mowafa Househ. Originally published in JMIR Serious Games (https://games.jmir.org), 14.01.2022.",Screen on Title & Abstract,
,,,,,INCLUDE on title & abstract,
130323566,Abbaspur-Behbahani (2022),Application of mobile health to support the elderly during the COVID-19 outbreak: A systematic review.,2022,"BACKGROUND: : The COVID-19 outbreak has affected the elderly's physical and mental health. The application of information and communication technology, such as mobile health (m-health), can help control this pandemic by changing the behavior and lifestyle of the elderly during this time of crisis., OBJECTIVE: : This review aimed to synthesize the capabilities of m-health in providing health services to the elderly during the COVID-19 pandemic, and to identify the factors contributing to the success of these tools., METHODS: : To find the relevant studies, a search was conducted in PubMed, Web of Science, Scopus, ProQuest, and Google Scholar. The inclusion criteria were: studies in English that used m-health intervention in all aspects of elderly healthcare during the COVID-19 outbreak, were published in peer-reviewed journals from 31 December 2019, and had any research design and methodology. Two authors independently took all the steps of this review, and finally performed narrative synthesis to report the findings., RESULTS: : Our initial search identified 421 studies, of which 10 met the inclusion criteria. The data analysis showed that all the m-health interventions had positive effects on the health of the elderly. The m-health services for the elderly during the current pandemic were used for therapy, information provision, self-help, monitoring, and mental health consultation purposes. The results also indicated that various factors affected the elderly's use of m-health tools., CONCLUSION: : The application of m-health keeps the elderly and healthcare providers safe, accelerates health service provision, reduces the costs of service provision, and decreases the risk of morbidity and mortality during the COVID-19 outbreak. The successful use of m-health tools for the elderly in health programs during the current crisis greatly depends on supporting the elderly and overcoming the barriers. Copyright © 2022 Fellowship of Postgraduate Medicine. Published by Elsevier Ltd. All rights reserved.",Screen on Title & Abstract,
,,,,,EXCLUDE on intervention,
